Article,URL,Citation
"Citations list http://scholar.google.com/scholar?cites=8911486960814643368&as_sdt=2005&sciodt=0,5&hl=en","Citations list http://scholar.google.com/scholar?cites=8911486960814643368&as_sdt=2005&sciodt=0,5&hl=en","Citations list http://scholar.google.com/scholar?cites=8911486960814643368&as_sdt=2005&sciodt=0,5&hl=en"
